name,symbol,marketcap,price,supply
Bitcoin,BTC,7683526402.30,586.67,13096925
Litecoin,LTC,232220283.88,7.5376,30808104
Nxt,NXT,47615311.60,0.04762,999997096
XRP,XRP,43035978.18,0.005215,8252600677
Dash,DASH,26266328.73,5.7991,4529346
Peercoin,PPC,24256434.80,1.1226,21606782
BitShares,BTS,19069051.10,0.009536,1999775140
Dogecoin,DOGE,18035618.77,0.0002028,88920716277
Namecoin,NMC,14450327.92,1.5210,9500600
MaidSafeCoin,MAID,11190010.57,0.02473,452552412
BitShares PTS,PTS,7257728.25,4.3831,1655852
Counterparty,XCP,6420056.32,2.4237,2648842
BlackCoin,BLK,6270239.31,0.084,74642767
Monero,XMR,6005357.63,2.3611,2543497
CloakCoin,CLOAK,5880246.16,1.3008,4520419
XCurrency,XC,5613324.64,1.0166,5521916
MonaCoin,MONA,4866353.77,0.4651,10463550
Bytecoin,BCN,3734020.27,0.00002347,159129388950
ReddCoin,RDD,3341117.98,0.0001238,26978700008
Quark,QRK,2723820.00,0.01098,248082006
Zetacoin,ZET,2653286.58,0.01651,160742736
Omni,OMNI,2505448.32,4.4489,563162
VeriCoin,VRC,2366292.29,0.08828,26805575
Viacoin,VIA,1970644.80,0.1904,10347755
Primecoin,XPM,1841145.12,0.2767,6653413
Feathercoin,FTC,1789306.14,0.03497,51166050
Infinitecoin,IFC,1664113.42,0.00001837,90587634493
YbCoin,YBC,1290968.03,0.7133,1809940
