name,symbol,marketcap,price,supply
Bitcoin,BTC,5803309466.63,388.78,14926850
XRP,XRP,179216948.01,0.005344,33537439933
Litecoin,LTC,151032152.36,3.4731,43486210
Ethereum,ETH,62889059.54,0.8355,75271155
Dash,DASH,14154013.93,2.3430,6040920
Dogecoin,DOGE,13028375.24,0.0001276,102120283551
Peercoin,PPC,9445951.96,0.4139,22819543
Stellar,XLM,9289133.43,0.00192,4837356606
BitShares,BTS,8652609.96,0.003414,2534613763
MaidSafeCoin,MAID,7089468.85,0.01567,452552412
Nxt,NXT,6437784.46,0.006438,999997096
Namecoin,NMC,5500771.84,0.4209,13070450
Bytecoin,BCN,4796969.45,0.00002698,177827651695
NuShares,NSR,4764081.04,0.005795,822144717
GridCoin,GRC,4639866.94,0.01252,370625256
Monero,XMR,4524150.24,0.4399,10283409
Rubycoin,RBY,4500266.49,0.2003,22464690
Global Currency Reserve,GCR,1992511.83,0.0199,100109676
Counterparty,XCP,1986967.48,0.7545,2633560
YbCoin,YBC,1918611.89,0.6383,3005814
BlackCoin,BLK,1866340.28,0.02484,75129398
Emercoin,EMC,1848416.65,0.05045,36636572
MonaCoin,MONA,1597116.16,0.06207,25730950
Clams,CLAM,1363607.53,0.9233,1476903
NeuCoin,NEU,1268969.98,0.007872,161192973
Novacoin,NVC,1169378.67,0.9463,1235759
Startcoin,START,996084.56,0.02835,35130661
NuBits,USNBT,992904.99,1.0007,992228
Tether,USDT,951600.00,1.0000,951600
NEM,XEM,937324.59,0.0001041,8999999999
DigiByte,DGB,909613.71,0.0001657,5490875213
BitcoinDark,BTCD,889285.58,0.715,1243797
Primecoin,XPM,858450.32,0.06849,12534841
GetGems,GEMZ,848430.33,0.009626,88135217
Factom,FCT,817067.97,0.09331,8756684
GameCredits,GAME,810452.59,0.01591,50928979
DNotes,NOTE,805173.08,0.007564,106443868
NautilusCoin,NAUT,749592.88,0.1287,5822099
EarthCoin,EAC,704035.64,0.00007787,9040812026
VeriCoin,VRC,671449.93,0.02454,27364269
Vcash,XVC,637372.97,0.05222,12205532
MintCoin,MINT,617962.12,0.00002748,22487518111
Megacoin,MEC,592468.15,0.01887,31394300
Storjcoin X,SJCX,586968.03,0.01317,44575870
Vertcoin,VTC,581715.23,0.02801,20768000
WorldCoin,WDC,557714.39,0.005936,93952370
DigitalNote,XDN,549251.82,0.00008017,6851114580
PayCoin,XPY,531559.87,0.03245,16378433
VPNCoin,VASH,500414.70,0.00125,400339746
ReddCoin,RDD,489096.57,0.00001754,27878235307
Infinitecoin,IFC,466481.38,0.00000515,90596274910
BoostCoin,BOST,452828.31,0.03843,11782458
Gulden,NLG,438615.43,0.001527,287167065
Feathercoin,FTC,406936.34,0.003914,103966520
Diamond,DMD,382334.52,0.2712,1409845
Applecoin,APC,334247.89,0.015,22286048
