name,symbol,marketcap,price,supply
Bitcoin,BTC,1522686975.00,129.00,11803775
XRP,XRP,76764377.04,0.009819,7817889792
Litecoin,LTC,47387871.44,2.1672,21865942
Peercoin,PPC,9526224.06,0.4644,20512972
Namecoin,NMC,3921037.64,0.5676,6908100
Feathercoin,FTC,2182887.18,0.1187,18393050
Novacoin,NVC,1764749.40,4.1796,422229
Primecoin,XPM,807006.99,0.3354,2406103
Terracoin,TRC,649240.25,0.1664,3901450
Bullion,CBX,282231.13,0.3363,839108
Devcoin,DVC,238140.94,0.00004386,5429570048
Megacoin,MEC,228515.23,0.01179,19387500
Ixcoin,IXC,219655.71,0.01393,15772658
WorldCoin,WDC,203604.31,0.008332,24436104
Mincoin,MNC,183516.39,0.1355,1354864
Infinitecoin,IFC,166301.52,0.00000206,80713220096
Digitalcoin,DGC,163081.85,0.01755,9290126
Anoncoin,ANC,120598.86,0.2585,466474
Freicoin,FRC,113663.23,0.003999,28422914
GoldCoin,GLC,80989.97,0.002971,27261364
Zetacoin,ZET,72833.16,0.000516,141149552
Quark,QRK,46229.74,0.0002012,229724416
Yacoin,YAC,36672.90,0.004678,7840212
SecureCoin,SRC,35750.05,0.1193,299570
Fastcoin,FST,33301.81,0.001111,29982996
BBQCoin,BQC,22337.06,0.0008888,25131420
Franko,FRK,19172.20,0.3238,59213
Bytecoin,BTE,12071.08,0.01048,1151400
GameCoin,GME,10031.64,0.0001382,72604648
Argentum,ARG,9442.36,0.02415,390924
Phoenixcoin,PXC,7659.12,0.001767,4333800
BitBar,BTB,7503.64,1.1963,6272
Junkcoin,JKC,3864.34,0.000505,7652150
Bitgem,BTG,3639.39,0.1716,21212
CraftCoin,CRC,2327.91,0.01587,146702
Elacoin,ELC,2245.99,0.09772,22983
Hypercoin,HYC,1326.96,0.00258,514325
Noirbits,NRB,1238.36,0.002064,599980
Emerald Crypto,EMD,875.73,0.0007508,1166425
