name,symbol,marketcap,price,supply
Bitcoin,BTC,7505757333.43,617.18,12161375
Litecoin,LTC,407576814.52,16.86,24181092
XRP,XRP,169773560.84,0.02172,7817889792
Peercoin,PPC,64141315.83,3.0612,20952910
Nxt,NXT,33240148.04,0.03324,999998016
Namecoin,NMC,30563713.11,4.0425,7560543
Quark,QRK,20966260.30,0.08499,246703424
BitShares PTS,PTS,15276674.70,12.91,1183445
WorldCoin,WDC,14089213.89,0.3853,36564004
Megacoin,MEC,11094799.84,0.5186,21395624
Primecoin,XPM,7517762.08,2.0367,3691159
Feathercoin,FTC,7045544.63,0.2592,27180250
Novacoin,NVC,6087466.25,11.50,529434
Zetacoin,ZET,5296156.92,0.0333,159029264
Dogecoin,DOGE,3706589.80,0.0003148,11775856640
Infinitecoin,IFC,3154708.70,0.0000354,89110020096
Devcoin,DVC,3152653.92,0.0005308,5939720192
Freicoin,FRC,2787772.87,0.0803,34719084
Digitalcoin,DGC,2419598.18,0.2076,11654357
Copperlark,CLR,2281039.22,0.4257,5358249
Anoncoin,ANC,2224101.93,3.6668,606550
Ixcoin,IXC,1913891.26,0.1111,17227922
Terracoin,TRC,1741925.18,0.3703,4703990
Bullion,CBX,1540755.11,1.6665,924554
BBQCoin,BQC,1318325.34,0.0453,29101454
GoldCoin,GLC,1222189.53,0.04213,29006600
Deutsche eMark,DEM,1201533.72,0.4629,2595750
Unobtanium,UNO,1021459.62,9.5881,106535
NetCoin,NET,887810.59,0.004822,184119040
Sexcoin,SXC,881334.77,0.01879,46901624
Tickets,TIX,811115.68,0.00001213,66876280832
Fastcoin,FST,777160.13,0.01666,46637460
Tigercoin,TGC,746304.88,0.03457,21589316
Datacoin,DTC,699322.37,0.4629,1510690
Yacoin,YAC,684835.28,0.0521,13144042
TagCoin,TAG,620480.15,1.1541,537627
StableCoin,SBC,583041.48,0.06481,8996155
GrandCoin,GDC,511246.12,0.001963,260490000
Mincoin,MNC,409406.97,0.2778,1473982
FLO,FLO,407947.66,0.01187,34378500
GlobalCoin,GLC,358742.06,0.01422,25228300
I0Coin,I0C,346286.96,0.01728,20038548
BitBar,BTB,321342.77,37.28,8620
Orbitcoin,ORB,268833.54,0.2493,1078471
BetaCoin,BET,264123.37,0.06178,4275244
Philosopher Stones,PHS,251017.85,0.1654,1517602
Diamond,DMD,250509.38,1.3208,189670
Bytecoin,BTE,196745.44,0.1174,1675592
Luckycoin,LKY,183740.50,0.01885,9745000
Argentum,ARG,179813.97,0.3439,522850
Franko,FRK,175087.04,2.0537,85255
Phoenixcoin,PXC,174073.25,0.02352,7400750
CasinoCoin,CSC,167207.37,0.02783,6007130
HoboNickels,HBN,133833.45,0.06103,2192807
Joulecoin,XJO,133099.90,0.04994,2665408
Noirbits,NRB,122157.80,0.06295,1940480
EZCoin,EZC,112715.43,0.009176,12283800
Junkcoin,JKC,104404.30,0.01147,9100000
Spots,SPT,102637.97,0.03068,3345434
CraftCoin,CRC,84115.47,0.3425,245572
