name,symbol,marketcap,price,supply
Bitcoin,BTC,16050414525.76,998.33,16077337
Ethereum,ETH,715049311.31,8.1726,87493800
XRP,XRP,231408729.09,0.006368,36337298649
Litecoin,LTC,221718485.96,4.5116,49144154
Monero,XMR,190983552.40,13.97,13668252
Ethereum Classic,ETC,122202803.82,1.3975,87444118
Dash,DASH,78524019.74,11.23,6992839
Augur,REP,43994859.70,3.9995,11000000
MaidSafeCoin,MAID,43862002.88,0.09692,452552412
Steem,STEEM,36999609.61,0.1612,229582096
NEM,XEM,30962257.88,0.00344,8999999999
Iconomi,ICN,26381301.91,0.3032,87000000
Factom,FCT,25392986.26,2.9010,8753219
Dogecoin,DOGE,24501946.09,0.0002278,107543546602
Waves,WAVES,22132165.73,0.2213,100000000
DigixDAO,DGD,18079172.13,9.0396,2000000
Stellar,XLM,17173253.18,0.002481,6921534188
Zcash,ZEC,16958473.74,48.47,349869
Lisk,LSK,15220159.16,0.1502,101301175
GameCredits,GAME,13091197.05,0.2193,59695275
EDC Blockchain,EDC,12632600.16,0.9274,13621634
BitShares,BTS,10440285.30,0.004049,2578560000
Swiscoin,SCN,10381862.38,0.02188,474542821
Ardor,ARDR,10161981.18,0.01017,998999495
Tether,USDT,9951673.95,1.0000,9951590
Xaurum,XAUR,8866034.66,0.09973,88898239
Gulden,NLG,8612953.79,0.0255,337740845
ShadowCash,SDC,7187303.86,1.0866,6614489
Stratis,STRAT,7108500.57,0.07238,98213348
Neo,NEO,7092054.93,0.1418,50000000
Golem,GNT,6720073.58,0.009868,681009001
Emercoin,EMC,6419057.73,0.1636,39235691
Storjcoin X,SJCX,6285603.15,0.1245,50468144
Nxt,NXT,6105845.54,0.006112,998999983
I/O Coin,IOC,6086238.29,0.3733,16301829
SingularDTV,SNGLS,5989949.96,0.009983,600000000
Peercoin,PPC,5866126.10,0.2469,23754465
LoMoCoin,LMC,5674906.33,0.027,210204405
Rubycoin,RBY,5251589.16,0.2201,23855390
Siacoin,SC,5039597.53,0.00023,21913335360
Counterparty,XCP,5024347.11,1.9172,2620726
YbCoin,YBC,4814240.39,1.5953,3017832
Syscoin,SYS,4664730.92,0.00894,521782085
BitCrystals,BCY,4591964.79,0.1103,41622441
BitcoinDark,BTCD,4523807.61,3.5099,1288862
Namecoin,NMC,3602952.69,0.2445,14736400
Global Currency Reserve,GCR,3516680.45,0.03448,102005322
HyperSpace,AMP,3325963.47,0.04043,82256324
PotCoin,POT,3157198.71,0.01467,215275679
Yocoin,YOC,2934203.83,0.04599,63798830
SolarCoin,SLR,2922817.16,0.08408,34761465
