name,symbol,marketcap,price,supply
Bitcoin,BTC,94402965836.79,5678.19,16625550
Ethereum,ETH,32018241280.27,336.59,95123944
XRP,XRP,10171687749.17,0.264,38531538922
Bitcoin Cash,BCH,5260114446.08,314.95,16701613
Litecoin,LTC,3495463290.93,65.47,53392407
Dash,DASH,2359592289.51,309.51,7623631
NEM,XEM,1865697383.67,0.2073,8999999999
Monero,XMR,1444160850.02,94.87,15223240
Neo,NEO,1386589336.40,27.73,50000000
BitConnect,BCC,1385763777.88,193.04,7178814
IOTA,MIOTA,1218626097.01,0.4384,2779530283
Ethereum Classic,ETC,1153007732.53,11.95,96498326
OmiseGO,OMG,783165592.04,7.9661,98312024
Cardano,ADA,779073316.97,0.03005,25927070538
Qtum,QTUM,615942138.67,10.44,59000000
Zcash,ZEC,559821351.67,232.63,2406531
Lisk,LSK,557859540.30,4.9114,113585690
Tether,USDT,436730361.70,0.9992,437061677
HyperCash,HC,392918108.56,11.65,33728733
Waves,WAVES,380121779.44,3.8012,100000000
Stellar,XLM,313926925.17,0.01893,16587646475
Stratis,STRAT,296560078.48,3.0082,98583391
Ark,ARK,280638495.49,2.8642,97981284
Steem,STEEM,262311234.59,1.0753,243952926
Ardor,ARDR,261204636.65,0.2615,998999495
Bytecoin,BCN,258431840.99,0.00141,183253534612
Aidos Kuneen,ADK,254837006.38,24.98,10200000
EOS,EOS,232998518.95,0.5719,407401011
MonaCoin,MONA,228262866.64,4.1770,54647050
PIVX,PIVX,221768987.97,4.0699,54490333
Augur,REP,205207504.27,18.66,11000000
TenX,PAY,202207376.98,1.9320,104661310
Gas,GAS,189494123.57,22.06,8588091
MaidSafeCoin,MAID,179034639.46,0.3956,452552412
Komodo,KMD,178039016.80,1.7637,100945510
Golem,GNT,169833261.36,0.2039,833032000
Decred,DCR,165448690.46,27.75,5962932
SALT,SALT,161882322.91,2.9608,54675000
Basic Attention Token,BAT,158653870.22,0.1587,1000000000
Veritaseum,VERI,157619541.01,78.18,2016034
Binance Coin,BNB,155844283.10,1.5584,100000000
Kyber Network,KNC,154175760.32,1.1173,137995600
TRON,TRX,149467752.18,0.002286,65394999999
Factom,FCT,149446788.93,17.09,8745102
